,X,StateAbbr,CityName,GeographicLevel,PopulationCount,GeoLocation,CityFIPS,TractFIPS,ACCESS2,percentACCESS2,leastACCESS2,posACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CHD,CHECKUP,CHOLSCREEN,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DIABETES,HIGHCHOL,KIDNEY,LPA,MAMMOUSE,MHLTH,OBESITY,PAPTEST,PHLTH,SLEEP,STROKE,TEETHLOST,Lat,Long,avgOutcome,sdOutcome,avgBehavior,sdBehavior,avgPrevent,sdPrevent,sdPHLTH,sdMHLTH,sdACCESS2,sdCANCER,sdMAMMOUSE,sdCOPD
377,378,OK,Tulsa,City,391906,"36.1284213425, -95.9036195464",4075000,NA,18.4,three,0.569,81.6,24.3,13.4,36.1,63.9,5.8,10,6.9,61.9,70.7,60.1,7.5,40.4,38.6,21.4,52.8,11.1,34.6,2.6,28.1,67.1,14.2,31.7,76,14.4,36.6,3.3,18.3,36.12842134,-95.90361955,14.54615385,11.03944559,26.24,9.067689893,54.99,17.68002325,4.226712057,3.739750852,8.86,1.474005532,4.798853284,2.274072052
378,379,OR,Beaverton,City,89803,"45.4795765674, -122.814973469",4105350,NA,12.7,one,0.147,87.3,22.4,17.3,27.7,54.3,6.4,8.8,5.1,63.5,72.3,64.2,5,30.8,31.8,14.4,67.1,8.2,32.5,2.9,15.3,77.9,11.2,25.1,82.1,11.3,32.2,2.5,12.2,45.47957657,-122.8149735,12.01538462,9.582001022,20.86,7.614000263,55.67,23.02313088,2.36467052,1.901736049,5.82,1.827822019,2.771329404,1.231624943
379,380,OR,Bend,City,76639,"44.0561827184, -121.308690416",4105800,NA,11,one,0.074,89,23.1,20.1,27.8,50.4,6.8,9,5.3,60.9,71.9,66,5.2,37.3,30.2,16,68.7,7.4,32.4,2.8,14.6,76.8,11.5,26.1,82.9,11.1,30,2.5,11.4,44.05618272,-121.3086904,12.02307692,9.633461981,21.36,6.578981684,55.61,23.00852258,1.627323514,1.429001559,3.38,0.97312368,2.705157812,0.905663995
380,381,OR,Eugene,City,156185,"44.0559363346, -123.117327584",4123850,NA,13.2,one,0.2,86.8,23.7,18.9,28.6,53.6,6.7,9.6,5.5,58,68,64.6,5.9,34.6,32,17.7,65.1,7.9,32.8,3.1,14.9,77.3,12.7,28.7,79.7,12.3,31.4,2.7,10.5,44.05593633,-123.1173276,12.46153846,9.750943413,22.32,7.267186526,54.61,21.53134408,2.209663665,2.677542881,5.16,1.914139843,3.509392555,1.187019122
381,382,OR,Gresham,City,105594,"45.5024256798, -122.441469029",4131250,NA,17.5,three,0.504,82.5,24.2,20.1,27.4,51.6,6.6,10.2,5.9,57.7,70.7,61.6,6.6,32.4,28,22,60.4,9.5,31.3,3.2,18.9,75,13.9,26.9,78.7,14.5,31.1,3,17.5,45.50242568,-122.441469,13.36923077,9.299138366,23.8,5.095095681,53.36,20.86694356,2.360741409,1.940206175,5.84,0.982734281,2.99207286,1.098301719
382,383,OR,Hillsboro,City,91611,"45.529027994, -122.937442209",4134100,NA,14.3,one,0.254,85.7,22.8,17.7,27.5,54,6.4,8.9,5.3,63.1,72.4,63.5,5.3,30.4,32.1,15.5,65.5,8.6,32.4,3.1,16.2,77.5,11.7,26,82.2,11.9,32.8,2.6,13,45.52902799,-122.9374422,12.26923077,9.500384608,21.64,7.522831914,55.5,22.56230879,3.224666834,2.523867025,8,1.193574065,3.623061058,1.362315955
383,384,OR,Medford,City,74907,"42.3371987584, -122.853625909",4147000,NA,17,two,0.418,83,24.5,19.2,28.9,52.9,6.6,9.9,6.2,58,69,58.5,6.9,31.4,26.4,22.6,57.2,9,30.8,3.1,20.3,73.5,14.2,29.7,78.4,14.8,33.1,3,16.9,42.33719876,-122.8536259,13.44615385,9.430589888,24.98,6.107126984,52.23,20.70561116,3.32480312,3.238497865,6.85,1.920800272,4.18471844,1.616843904
384,385,OR,Portland,City,583776,"45.537180654, -122.650032751",4159000,NA,12.6,one,0.137,87.4,22.4,20.4,27.4,51.6,6.5,9.6,5.3,59.1,71.3,65,5.3,34.1,30.4,17.9,66.9,8.6,31.1,3,15.4,77.6,11.7,24.3,81.2,12,29.2,2.7,13.4,45.53718065,-122.6500328,12.23076923,9.202932922,21.44,5.442701535,54.98,22.54032436,3.052572691,2.497669881,5.6,1.280443518,3.628634733,1.509097797
385,386,OR,Salem,City,154637,"44.923273154, -123.0248671",4164900,NA,17,two,0.417,83,24.3,17.6,31,52.7,6.5,9.6,6,60.5,68.3,62.4,6.3,31.1,29.5,19,61.9,9.3,31,3.1,18.5,77,13.4,32.6,78.3,13.9,31.8,2.9,14.7,44.92327315,-123.0248671,13.23076923,9.747938638,23.9,7.598684097,53.87,21.0670385,3.084963046,2.907422932,8.37,1.754483745,3.823114071,1.419506957
386,387,PA,Allentown,City,118032,"40.596099618, -75.4755373968",4202000,NA,25.8,three,0.789,74.2,28.4,15.4,33.6,63.1,5.9,10.9,7.2,67.1,69.2,56.6,8,33.2,28.6,24.3,53.4,13.2,33.6,3,32.3,74.1,15.7,36.6,76.5,16.3,42.3,3.5,20.4,40.59609962,-75.4755374,15.36153846,10.7628635,30.18,10.55495144,54.76,19.06160772,4.039849578,3.421497648,11.18,1.592211814,4.042307034,1.512862798
387,388,PA,Bethlehem,City,74982,"40.6266402578, -75.3679048175",4206088,NA,17.1,two,0.424,82.9,26.7,17,32.4,62,6,10.2,6.2,68.7,71.9,62.9,6.5,33.9,31.1,21.2,61.6,10.6,33.2,2.5,26.2,76.6,13.4,33.6,79.7,12.5,38.7,2.8,15.1,40.62664026,-75.36790482,13.7,10.55114528,27.34,8.862166778,56.55,21.43135035,2.900197199,2.661103265,7.92,2.582172415,3.055419486,1.517662892
388,389,PA,Erie,City,101786,"42.1164698754, -80.0730358517",4224000,NA,17.7,two,0.491,82.3,28.7,16.9,34.1,63.5,6.2,11.3,7.2,70.2,70.9,61.2,8.6,31.4,29.3,27.6,57.2,11.7,34.9,2.6,26.1,74.5,15.8,36,75.7,14.8,37.3,3.6,21.5,42.11646988,-80.07303585,15.46153846,11.09132833,28.78,8.282934263,55.16,21.12556114,4.408024292,3.593864503,7.78,1.612579856,4.006144706,2.804970957
389,390,PA,Philadelphia,City,1526006,"40.0093147808, -75.1333888571",4260000,NA,20.1,three,0.603,79.9,27.4,17.5,34.7,66.7,5.7,11.5,6.7,72.3,73.5,62.5,7.4,29.3,29.3,25.5,55.3,13.2,33.3,3,29,79.9,15.4,33.9,78.4,15.2,44.3,4,18.9,40.00931478,-75.13338886,15.10769231,10.74565506,30.04,9.964838182,56.73,22.38898787,4.821750219,3.835584156,9.6,1.766302947,3.522945083,2.308028479
390,391,PA,Pittsburgh,City,305704,"40.4396297486, -79.9762614995",4261000,NA,13.5,one,0.209,86.5,29,18.9,31.3,64.5,6,10.6,6.4,71.2,73.3,60.8,6.9,33.5,25.9,23.1,60.3,11,29.6,2.4,24.6,76.4,13.3,33.1,79.6,12.7,40.5,3.4,17.2,40.43962975,-79.9762615,13.83076923,10.08029304,28.04,8.669371373,55.9,23.17958872,4.698048509,3.54837056,6.75,1.441323723,3.298486065,2.690186864
391,392,PA,Reading,City,88082,"40.3399678686, -75.9266128837",4263624,NA,33.7,four,0.926,66.3,31.2,12.9,35.4,64,5.5,11.5,8.5,68.5,65.7,48.4,9.4,27.2,23.3,28,47.8,16.1,35.9,3.4,37.1,70.5,18.2,41.7,71.6,20.1,41.3,4.3,27.3,40.33996787,-75.92661288,17.44615385,11.73148295,32.2,12.11610498,52.07,18.66226436,3.59394077,2.742859157,9.35,1.157743655,2.985811653,1.326080702
392,393,PA,Scranton,City,76089,"41.4043729362, -75.6649126898",4269000,NA,16.2,two,0.37,83.8,29,16.5,33.4,62.7,6.2,10.8,6.9,70.5,72.2,58.5,7.9,33.1,26.9,25.2,59.2,10.5,31.9,2.5,27.3,73.3,14.8,32.1,76.1,14.1,39.6,3.2,18.8,41.40437294,-75.66491269,14.61538462,10.64728809,28.14,8.54183821,54.87,21.55061484,2.111203327,1.856366576,4.14,1.196897699,2.405335949,1.28240337
393,394,RI,Cranston,City,80387,"41.7658017135, -71.4861485002",4419180,NA,9.8,one,0.028,90.2,24.2,18.8,30.8,61.2,6.1,10.9,5.4,80.4,80.2,71.5,5.7,34.6,35.7,18.1,70.5,8.4,33.4,2.1,24,85.1,11.8,25.5,86.4,10.9,38.7,2.5,13.4,41.76580171,-71.4861485,12.73846154,10.31524264,25.02,8.291381067,61.54,26.09189742,1.682282238,1.535319472,3.6,1.460635438,1.618164356,0.992397572
394,395,RI,Pawtucket,City,71148,"41.8744534517, -71.3743580803",4454640,NA,14.9,two,0.32,85.1,26.9,16.5,33.7,63.1,6,12.7,6.5,79.9,78.8,65.2,7.7,31.1,30.5,22.3,61.4,10.8,34.1,2.5,30.3,82.2,15,30.3,83.4,14.6,42.2,3.3,19.3,41.87445345,-71.37435808,14.85384615,10.790012,28.32,9.701133954,59.05,24.85268821,3.644447832,2.659224735,5.96,1.072513736,2.817707613,2.011692015
395,396,RI,Providence,City,178042,"41.823480533, -71.4218129335",4459000,NA,18.5,three,0.533,81.5,26.3,14.9,35.9,64.2,5.6,12.2,6.5,79.8,76.8,62.2,7,30.3,28.9,20.2,58.9,12.7,35.1,2.8,32.2,82.3,14.6,31.6,81.8,15.4,42.4,3.4,18.8,41.82348053,-71.42181293,15.1,11.19627914,28.26,10.84057194,58.37,24.07276239,4.280093898,3.234150599,8.51,1.246035549,2.813925752,1.697346504
396,397,RI,Warwick,City,82672,"41.7064727301, -71.4345615049",4474300,NA,8,one,0,92,25.8,20,30.2,57.9,6.3,10.4,5.4,80.6,80.9,72.8,5.7,36.3,38.5,18.3,72.1,7.7,31,2,22,84.7,11.5,28.9,86.4,10.7,36.5,2.4,13.1,41.70647273,-71.4345615,12.47692308,10.04914207,25.14,7.520837719,61.82,26.1994402,1.279694904,1.308816259,1.65,0.934599481,1.463069181,0.773889373
397,398,SC,Charleston,City,120083,"32.8136961892, -79.967381899",4513330,NA,15,two,0.32,85,24.3,19.9,32.5,64.7,6.3,8.4,5.5,69,77.8,69.5,5.7,44.6,36.5,17.4,66.1,9.8,35.9,2.3,19.4,79.8,11.5,28,84.1,10.5,34.7,3,13.1,32.81369619,-79.9673819,12.98461538,10.95892681,23.88,7.279216991,60.71,21.93325481,3.335319352,3.167301223,7.43,1.824162468,2.795771308,1.798077138
398,399,SC,Columbia,City,129272,"34.0366069566, -80.9037852694",4516000,NA,20.8,three,0.607,79.2,27.5,15.9,37.2,66.4,6.2,9.1,6.5,68.5,77.3,64.9,7.2,36.8,34.5,20.3,56.7,13.2,35.9,2.6,24.9,79.6,13.6,34.4,81.8,13.8,40.9,4,17.6,34.03660696,-80.90378527,14.95384615,11.61669886,27.28,10.2480242,58.73,21.12344932,5.109021893,3.915425298,9.67,2.115166456,3.795885844,2.848321892
399,400,SC,Mount Pleasant,City,67843,"32.8538274584, -79.8230343029",4548535,NA,10,one,0.039,90,22,22.9,27.5,61.2,6.6,7.3,4.8,68.5,79.4,73.6,4.4,49.2,41.8,13.7,75.3,7.1,35.1,1.9,14.6,80.8,9.3,22.7,87.1,7.9,30.3,2.1,8.3,32.85382746,-79.8230343,11.1,10.35213344,20.84,6.839444422,62.69,23.36110015,1.060531599,0.938180056,2.11,0.833393937,1.225931928,0.724506101
400,401,SC,North Charleston,City,97471,"32.9100915071, -80.0738525014",4550875,NA,25.2,three,0.77,74.8,28.1,16.8,37.4,67.6,6,9.7,7,69.5,76.6,61.5,8.1,38.2,30,23.7,52,13.7,36.7,2.8,28.4,76.3,14.9,35.5,79.4,15,40.6,4.3,22.1,32.91009151,-80.0738525,15.83076923,11.80193378,29,9.408772502,57.63,20.1714347,5.018931093,3.424553422,10.04,1.164555914,3.537364801,2.827210939
401,402,SC,Rock Hill,City,66154,"34.9403611496, -81.0249178286",4561405,NA,20.1,three,0.595,79.9,27.6,14.6,40.6,65.3,6.1,9.4,6.3,66.7,76.9,63.3,7.2,32.1,32,21.7,57.5,12,34.6,2.5,24.2,73.2,13.5,33.8,80.8,13.4,40,3.5,17.3,34.94036115,-81.02491783,14.92307692,12.0861597,26.86,10.06021869,56.79,21.17123048,3.263785283,3.160761183,7.03,1.657777159,2.822865818,1.875895169
402,403,SD,Rapid City,City,67956,"44.0705009564, -103.218361421",4652980,NA,12.7,one,0.132,87.3,24.3,17.9,29.4,60.9,6.2,8.7,6.4,66.4,70.6,63.1,5.8,45.2,35,22.1,65.9,8.2,28.3,2.2,20.3,74.8,9.4,28.1,82.6,10.5,28.6,2.9,15.2,44.07050096,-103.2183614,12.11538462,9.338258774,23.4,4.761302343,57.72,20.97007391,2.243352754,2.055316882,4.31,1.36201605,3.675030334,1.27685194
403,404,SD,Sioux Falls,City,153888,"43.5388067537, -96.7313495858",4659020,NA,11.8,one,0.092,88.2,22.7,18.7,28.1,60.8,6.1,8.5,6,70.1,72.6,66.2,5.3,42.6,36.3,19,69.4,7.7,30,2,19.8,79.1,8.6,30.5,85.4,9.2,27.4,2.7,14.8,43.53880675,-96.73134959,11.66923077,9.382819816,23.08,5.484250177,59.43,22.56501963,2.400622417,1.754496583,4.59,1.33132732,3.243656318,1.49545357
404,405,TN,Chattanooga,City,167674,"35.0662472165, -85.2466771892",4714000,NA,18.5,three,0.531,81.5,27.7,11,39.2,67.3,6.1,9.9,7.2,74.5,76.3,61.6,8.5,35.1,35.3,24.1,54.2,12.6,31.6,3.1,29.2,80.4,15.4,35.1,83.2,15.6,38.1,3.8,22.1,35.06624722,-85.24667719,15.6,11.36463814,27.5,10.68667394,58.64,22.24530912,5.260984621,3.908457079,8.99,1.279164268,3.243901028,3.045698874
405,406,TN,Clarksville,City,132929,"36.569683159, -87.3432371614",4715160,NA,16.2,two,0.347,83.8,28.1,11.7,38.2,65.5,6.2,9.4,7,75.8,76.6,63.4,7.9,35.8,37.2,23.2,56.9,11.4,33.3,2.9,28.2,80,14.3,30.8,83.7,14.3,38.3,3.3,19.5,36.56968316,-87.34323716,15.06153846,11.49416797,26.44,9.880941251,59.11,22.4952069,2.888327051,2.608468657,5.61,1.768107239,2.758168875,1.897256204
406,407,TN,Knoxville,City,178874,"35.9690594531, -83.9495877264",4740000,NA,17.4,two,0.446,82.6,29.7,10.8,35.7,66.6,6.5,10,7.1,74.7,76.9,62.6,8.6,38.3,39.8,25.4,56.4,11.2,31.8,3,27.7,77.1,15.2,32.4,82.8,15.6,39,3.4,21.1,35.96905945,-83.94958773,15.3,11.01846934,27.06,10.47177158,59.26,21.25361146,4.43457463,3.72495647,7.13,2.72376584,3.163769057,2.647464704
407,408,TN,Memphis,City,646889,"35.1046295042, -89.978906085",4748000,NA,22.6,three,0.645,77.4,28.3,9.6,42.2,69.1,5.8,10.9,7.5,78.2,76.4,61.3,8.9,29.6,32.8,24.4,49.5,14.9,33.1,3.4,31.6,79,16.2,36.3,83.9,17,39.8,4.6,26.7,35.1046295,-89.97890609,16.88461538,12.17284178,28.34,11.95859524,58.24,22.99503328,5.563955269,4.29953742,9.76,1.712307716,3.291284955,3.103944205
408,409,TN,Murfreesboro,City,108755,"35.850778195, -86.408628238",4751560,NA,14.6,one,0.282,85.4,27.3,12.4,36.9,65.3,6.4,9.1,6.6,75,76.8,65,7.4,39.3,37.3,21.7,59.1,10.2,32.1,2.8,24.5,80.3,13.5,29.9,84.3,13.3,36.7,2.9,18.7,35.8507782,-86.40862824,14.4,11.15362422,25.04,9.093844072,59.7,22.52840183,2.616562631,2.353529265,5.46,1.538668255,2.681585352,1.599030957
409,410,TN,Nashville,City,601222,"36.1712229904, -86.7845944773",4752006,NA,17.2,two,0.428,82.8,26.6,12.3,35.9,67.4,6.2,9.6,6.9,74.9,76.9,63,7.7,35.9,36,22.6,56.9,11.3,31.8,2.9,26.7,81.2,13.9,31.1,84.2,14.4,36.3,3.3,19.6,36.17122299,-86.78459448,14.62307692,10.78959019,25.8,9.105492848,59.36,22.60929995,4.528207111,3.842524673,8.95,1.639420806,3.255582722,2.449826719
410,411,TX,Abilene,City,117063,"32.4546510898, -99.7383043723",4801000,NA,24.7,three,0.7,75.3,22.4,16.2,31.6,60.6,6,8.9,6.3,67.3,72.6,58.5,6.7,31.6,30.9,19.6,55,10.9,34.4,3.3,27.7,74.5,11.6,33.7,76.3,12.6,35.4,3.1,14.3,32.45465109,-99.73830437,13.23846154,10.17452198,26.52,8.458545974,55.2,19.39261028,4.273832665,2.76381868,9.58,1.981559128,3.976236133,2.498609223
411,412,TX,Allen,City,84246,"33.1087043234, -96.6735373763",4801924,NA,13,one,0.179,87,18.8,18.7,27.1,58.2,6.1,7.4,4.6,71.4,78.5,67.5,4.2,35.5,38.1,12,71.7,7.8,30.2,2.7,18.8,80,7.9,24.2,83,7.8,32.1,2.1,8.6,33.10870432,-96.67353738,10.40769231,9.093263215,21.16,7.490861099,59.69,23.29875772,1.660339505,1.360013369,4.45,0.483359456,2.203757122,1.00227015
412,413,TX,Amarillo,City,190695,"35.2003835544, -101.828292514",4803000,NA,24.8,three,0.727,75.2,21.7,16.5,30.8,61.1,6,8.7,6,66.7,72.4,59.6,6.3,32.6,33,18.5,57.1,10.4,33.5,3.2,27.9,74.8,11.3,32,76.2,12,32.9,2.9,14.6,35.20038355,-101.8282925,12.87692308,9.938238765,25.56,7.628105925,55.83,18.9584956,3.388347034,2.680290954,12.3,1.678764176,3.649000601,1.357706523
413,414,TX,Arlington,City,365438,"32.699836862, -97.125089612",4804000,NA,24.1,three,0.689,75.9,21.2,15.3,32.4,61.7,5.9,8.9,5.7,68.5,74.9,62.9,6,35.3,34.8,17,58.4,10.9,32.9,3.2,26,75.9,10.6,32.2,79.2,11.5,35.5,2.9,13.2,32.69983686,-97.12508961,12.71538462,10.07710657,25.2,8.957957356,57.57,19.44925306,3.076110261,2.552141936,12.18,1.880194985,4.352154857,1.48076197
414,415,TX,Austin,City,790390,"30.3068610342, -97.7554771245",4805000,NA,20.9,three,0.604,79.1,17.8,18.9,28.5,58.1,5.7,7.7,5.3,67.2,74.4,61.1,5,34.1,31.9,13.2,63.7,9.7,33.5,2.8,21.4,77.1,9.6,26,82.6,10.2,29,2.6,10.4,30.30686103,-97.75547712,11.44615385,9.600661035,21.7,6.163602842,57.11,21.04648031,3.620795029,3.019367188,12.77,1.655964098,4.585120165,1.604231253
415,416,TX,Baytown,City,71802,"29.7571153043, -94.9676276217",4806128,NA,30.9,four,0.882,69.1,21.6,15.8,33.4,61.7,5.5,8.8,6.4,67.8,73.3,56.5,6.9,28.5,29.8,18.2,53.1,12.3,34.7,3.2,30,75.1,12.2,34.4,76.6,13.3,35.9,3.4,16.6,29.7571153,-94.96762762,13.71538462,10.45385464,26.86,9.297203881,55.33,19.25576681,2.206674368,1.450039441,9,1.341007328,2.35333861,1.053286174
416,417,TX,Beaumont,City,118296,"30.084416647, -94.1441072222",4807000,NA,26.2,three,0.761,73.8,23.2,15,36.7,66.3,5.6,9.7,6.3,71.2,72,59.1,6.9,28.1,29.5,20.9,51.9,13.4,33.2,3.7,30.4,76.3,12.1,37.4,77.2,13.3,38.1,4,18.2,30.08441665,-94.14410722,14.33076923,10.77840315,28.36,10.18444893,55.78,20.68089833,4.013538808,2.834453485,9.96,1.347936959,2.487731259,2.055009964
417,418,TX,Brownsville,City,175023,"25.9981977861, -97.4566343763",4810768,NA,46.7,four,0.987,53.3,20.7,12.8,33.7,60.7,4.3,8.4,7.2,63.4,65.3,44.9,6.3,27.3,20,17.7,44.3,16.9,35.8,3.6,37.7,67.5,13.2,39.9,72.4,17.4,35.1,3.5,19.6,25.99819779,-97.45663438,14.66153846,10.81623305,28.64,12.46186182,51.25,17.65472867,4.327464657,2.79878393,10.5,1.034183047,4.546729399,1.872504249
418,419,TX,Bryan,City,76201,"30.6665687582, -96.3663819223",4810912,NA,28.7,four,0.829,71.3,21.5,14.5,33.3,63.1,5.7,9.1,6.4,70,72.7,60.9,6.8,34.9,31.3,18.2,61.1,12.6,33.3,3.5,29.2,76.3,12.3,34.8,76.4,13.7,33.6,3.5,14.1,30.66656876,-96.36638192,13.52307692,10.10867234,26.06,9.199347803,57.54,18.79847512,3.07159025,2.719673694,12.03,1.869714773,3.220740081,0.949012645
419,420,TX,Carrollton,City,119097,"32.988438459, -96.900137433",4813024,NA,21.3,three,0.654,78.7,19.6,16.4,28.9,59.1,5.7,7.8,5.2,69.5,74.8,62.6,5,35.1,34.8,14.5,62.9,9.6,33.3,3,23.8,78.4,9.4,26.8,78.8,9.9,31.8,2.5,11.3,32.98843846,-96.90013743,11.63076923,9.731939222,22.66,7.206802342,57.73,20.32644965,2.945598926,2.448948445,12.56,1.477501731,3.501590548,1.103764221
420,421,TX,College Station,City,93857,"30.5867615801, -96.2957958614",4815976,NA,17.4,two,0.487,82.6,19.4,15.4,31.1,62.2,6.1,8.1,5.5,70.6,73.1,67.4,5.4,38.9,34.9,13.9,71.2,9.5,33,3,21.8,78.6,9.8,28.3,77.8,10.2,30.3,2.7,9.7,30.58676158,-96.29579586,11.80769231,9.929036672,21.94,7.378549993,59.21,21.12278654,1.886147886,2.613047146,8.05,1.941454649,4.383326801,1.093252029
421,422,TX,Corpus Christi,City,305215,"27.7291588337, -97.4019095379",4817000,NA,29.3,four,0.86,70.7,22,17,31.7,59.9,5.3,8.2,6,67.3,71,57.6,5.6,29,27.2,17.7,56.7,12.6,33.6,3.2,29,78.6,10.8,37.3,79.2,12.8,35.4,2.9,14.2,27.72915883,-97.40190954,12.99230769,10.18851163,27.28,9.575332892,55.58,20.24712874,4.372791239,2.407304462,12.09,1.187433429,3.777855202,1.723065318
422,423,TX,Dallas,City,1197816,"32.7939804066, -96.7656929463",4819000,NA,31.6,four,0.91,68.4,21.9,15.2,34.9,62,5.5,9.1,6.4,68.6,70.3,57.8,6.5,32.4,30.5,17.9,53.5,13.2,33.9,3.6,30.5,77.5,11.9,34.3,76.4,13.8,34.9,3.7,17.3,32.79398041,-96.76569295,13.97692308,10.5503676,26.56,9.341199067,56.06,18.52830867,4.82959756,3.702381938,15.89,2.104548511,4.242124673,2.241740771
423,424,TX,Denton,City,113383,"33.2156160443, -97.1412438684",4819972,NA,21.1,three,0.662,78.9,21.6,16.4,30.1,60.9,6.1,8.5,5.6,69.4,75.6,61.3,6,35.4,33.2,16.9,59.4,9.7,34,3.2,24.1,76.5,10.5,29.9,77.2,11,32.3,2.8,12.1,33.21561604,-97.14124387,12.4,9.984738354,23.92,7.277499571,57,20.1364236,1.494415054,2.29000678,8.23,2.61023626,3.809535943,1.074145788
424,425,TX,Edinburg,City,77100,"26.3155843974, -98.1637130371",4822660,NA,39.5,four,0.96,60.5,20,14.3,31.5,59.7,4.3,7.7,6.2,65.2,66.3,51,5.2,29.3,26.8,13.7,55.1,15.1,34.7,3.4,30.1,71.4,11.2,36.5,75.8,14.2,31.9,3,13.3,26.3155844,-98.16371304,13.06153846,10.30489677,25.3,10.57827963,54.01,17.18400096,3.905420296,2.472126667,10.09,0.892418207,4.251982946,1.836279684
425,426,TX,El Paso,City,649121,"31.8481123506, -106.432021874",4824000,NA,35.5,four,0.946,64.5,20.1,16.3,31,60.8,4.5,7.9,6.2,66.3,69.6,52,5.2,25.2,24.7,15.6,54,14.9,32.5,3.2,29,75.1,11.1,35.5,78.1,13.8,34,3,14.4,31.84811235,-106.4320219,12.90769231,9.856255335,26.08,9.558608685,54.13,19.7228604,5.097331,2.678670672,12.24,1.038226502,4.946798344,2.025598365
426,427,TX,Fort Worth,City,741206,"32.780192804, -97.3470323225",4827000,NA,27,four,0.837,73,22,15.3,33.6,61.9,5.7,9.2,6.2,68,74.5,59.6,6.6,32.6,31.4,18,55.4,12.5,33.2,3.4,28.3,74.8,11.4,34.2,78.5,13,36.1,3.4,17,32.7801928,-97.34703232,13.63076923,10.27248628,26.38,9.384934736,56.37,19.3976545,4.864115166,3.260071417,14.64,1.512193105,4.710419294,2.304890804
427,428,TX,Frisco,City,116989,"33.1507545152, -96.8201336312",4827684,NA,11.9,one,0.123,88.1,18.4,18.8,26.8,58.1,6.1,7.3,4.4,71.6,78.9,68.4,3.9,36.8,38.6,11.2,73.2,7.5,30.9,2.7,17.3,80.7,7.5,23.7,84.2,7.3,30.4,2,7.6,33.15075452,-96.82013363,10.18461538,9.233439785,20.28,7.204651275,60.24,23.71952782,1.262032992,0.871790651,3.31,1.394109632,1.46456892,0.9761163
428,429,TX,Garland,City,226876,"32.9100799867, -96.6304258603",4829000,NA,28.8,four,0.875,71.2,21.2,15.6,31.7,60,5.6,8.6,6,67.9,70.9,59.2,6.3,33.5,32.2,17.4,56.2,11.5,33.6,3.3,29.2,77,11.3,30.8,76.1,12.6,34,3.1,15.5,32.91007999,-96.63042586,13.1,10.05327476,25.4,8.33066624,56.18,18.40022947,3.126799482,2.441302953,11.81,1.305138508,3.878342759,1.32760516
429,430,TX,Grand Prairie,City,175396,"32.6867650238, -97.0209311916",4830464,NA,27.4,four,0.873,72.6,21,15.6,32.5,60.7,5.5,8.6,6,68.8,72.4,59.9,6,32.6,31.1,16.4,57.2,11.9,33.3,3.4,28.2,77.3,10.8,32,78.8,12.2,34.6,3.1,16,32.68676502,-97.02093119,13.1,10.14757771,25.36,8.846920368,56.62,19.51283338,3.62101893,2.489648555,12.15,0.961536229,3.860103404,1.659767846
430,431,TX,Houston,City,2099451,"29.7806691396, -95.3860033966",4835000,NA,31.1,four,0.928,68.9,20.5,14.9,35.1,62.9,5.2,8.5,6.1,68.9,72.8,57.6,6.1,28.4,30.2,16.4,53.9,13,34.8,3.2,29.7,77.2,11.4,33.9,76.5,12.9,36,3.5,16,29.78066914,-95.3860034,13.56153846,10.76247636,26.18,9.890753257,55.95,19.4944579,4.412201435,3.315218149,15.05,1.576212852,4.633547449,2.021744124
431,432,TX,Irving,City,216290,"32.8583808131, -96.9703058323",4837000,NA,27.3,four,0.884,72.7,20.7,15.2,31.9,59.9,5.5,8.3,6.1,68,70.4,58,6.2,33.3,31.4,15.9,57.8,11.5,33.9,3.3,28.3,76.5,10.7,29.7,76.4,12.4,33.1,3.1,16.1,32.85838081,-96.97030583,13.05384615,10.14508217,24.44,8.304697466,55.9,18.72093303,4.435396412,3.275460084,13.81,1.286558893,5.022346744,2.0192363
432,433,TX,Killeen,City,127921,"31.0757648143, -97.7285651299",4839148,NA,22.4,three,0.735,77.6,22.8,14.7,35.3,63.6,5.5,8.9,6,72,73.3,59.3,6.1,33.3,29.4,19.1,57.5,12.5,33.4,3.5,28.7,76.4,11.1,33.8,77.5,12.2,37.8,3.4,14.4,31.07576481,-97.72856513,13.46923077,10.66601961,26.82,9.737915588,56.47,20.69407054,2.355323727,1.749220421,6.41,0.809839772,3.534679634,1.307473587
433,434,TX,Laredo,City,236091,"27.5482572475, -99.4867797312",4841464,NA,44.2,four,0.985,55.8,21.2,13.6,33.2,60.8,4.1,8.2,7,64.9,65.7,45.1,5.8,24.6,20.1,16.9,46.1,16.8,34.6,3.5,37.6,70.2,12.5,38.6,73.9,17,33.3,3.4,19.2,27.54825725,-99.48677973,14.34615385,10.64546972,28,11.86570689,51.56,18.71447449,4.809817263,2.857079103,11.51,0.749147385,5.224642185,1.94129217
434,435,TX,League City,City,83560,"29.4872995808, -95.1089858945",4841980,NA,13.9,one,0.272,86.1,19.4,17.6,28.1,59,6.2,7.4,4.8,69.7,76.6,67.7,4.4,36.2,37.9,13.7,72.2,8,31.9,2.8,18.3,81.2,8.2,26.8,84.3,8,31,2.2,8.8,29.48729958,-95.10898589,10.78461538,9.541736927,21.48,7.152412181,59.87,23.09064505,1.295680469,0.79710651,2.92,1.02879011,1.245963179,0.859659905
